TimeSinceStart,TrialNo,TrialID,ParticipantID,ExperimentSequence,Layout,Difficulty,TrialState,CameraPosition.x,CameraPosition.y,CameraPosition.z,CameraEulerAngles.x,CameraEulerAngles.y,CameraEulerAngles.z,MainControllerPosition.x,MainControllerPosition.y,MainControllerPosition.z,MainControllerEulerAngles.x,MainControllerEulerAngles.y,MainControllerEulerAngles.z
49.97556,1,Training,1,1,Flat,5,selectCards,0.4605078,0.1191847,-1.361868,338.73,226.784,0.2378325,0.4371183,0.280367,-1.321442,355.0352,263.6631,15.24728
49.98667,1,Training,1,1,Flat,5,selectCards,0.463039,0.1183873,-1.360051,339.2693,227.3989,0.416101,0.4398804,0.2789632,-1.31896,355.6094,263.8978,15.54593
49.99778,1,Training,1,1,Flat,5,selectCards,0.4655105,0.117303,-1.358123,339.6259,227.955,0.4599813,0.4428879,0.2771142,-1.317592,356.5393,263.93,15.9289
50.00889,1,Training,1,1,Flat,5,selectCards,0.467689,0.1159186,-1.355815,339.9503,228.2591,0.8552053,0.445694,0.2753781,-1.316388,357.3669,263.8073,16.38629
50.02,1,Training,1,1,Flat,5,selectCards,0.4693749,0.1151756,-1.35392,339.9777,228.5479,1.394909,0.4484887,0.2736491,-1.315271,358.1398,263.5706,16.85253
50.03111,1,Training,1,1,Flat,5,selectCards,0.4703485,0.1160957,-1.353204,339.7253,229.0376,1.433378,0.4512165,0.2722217,-1.314291,358.8473,263.4572,17.22536
50.04222,1,Training,1,1,Flat,5,selectCards,0.4711948,0.117814,-1.354189,338.4613,230.2687,0.7700325,0.453886,0.270954,-1.312904,359.4815,263.3956,17.36592
50.05333,1,Training,1,1,Flat,5,selectCards,0.4721716,0.1188311,-1.352962,338.5449,230.6941,1.040392,0.4562266,0.2701981,-1.311923,-0.003370698,263.5864,17.216
50.06445,1,Training,1,1,Flat,5,selectCards,0.472553,0.1186739,-1.351641,338.4659,231.0112,1.081046,0.4582295,0.2694423,-1.31037,0.4287282,263.8927,17.06658
50.07556,1,Training,1,1,Flat,5,selectCards,0.4734646,0.1182351,-1.350321,338.6939,231.2934,1.139233,0.460336,0.2687545,-1.309546,0.8680811,264.0048,17.34632
50.08667,1,Training,1,1,Flat,5,selectCards,0.4743903,0.117498,-1.348979,339.1344,231.548,1.044439,0.4623806,0.2677659,-1.308727,1.422084,263.9355,17.93164
50.09778,1,Training,1,1,Flat,5,selectCards,0.4754582,0.1167272,-1.347888,339.3768,232.0602,1.026846,0.4639437,0.2666714,-1.308921,2.109953,263.3926,19.23994
50.10889,1,Training,1,1,Flat,5,selectCards,0.4759744,0.116063,-1.346893,339.3336,232.3683,1.075374,0.4654393,0.266008,-1.308803,2.725573,262.9469,20.09627
50.12,1,Training,1,1,Flat,5,selectCards,0.4764434,0.1163084,-1.346782,339.231,233.0873,0.6504775,0.4667118,0.2650425,-1.308626,3.359939,262.3528,20.67259
50.13111,1,Training,1,1,Flat,5,selectCards,0.4764237,0.1167987,-1.347,338.954,233.5829,0.4151599,0.4680244,0.264376,-1.308634,3.935616,261.9042,20.9365
50.14222,1,Training,1,1,Flat,5,selectCards,0.4758047,0.1168209,-1.346866,338.7401,233.4048,0.36922,0.4684787,0.2650474,-1.307275,3.949544,261.9145,19.32522
50.15334,1,Training,1,1,Flat,5,selectCards,0.4755323,0.116919,-1.346934,338.9067,233.1378,0.5691424,0.4693661,0.2655947,-1.306281,4.09461,262.0576,18.41673
50.16444,1,Training,1,1,Flat,5,selectCards,0.4749465,0.1167073,-1.347399,339.1324,232.7777,0.6065858,0.4696331,0.2665538,-1.304389,4.166613,262.5413,17.60204
50.17556,1,Training,1,1,Flat,5,selectCards,0.4746198,0.1165621,-1.348019,339.29,232.6244,0.50445,0.4702162,0.2673683,-1.302826,4.363695,263.0037,17.48091
50.18667,1,Training,1,1,Flat,5,selectCards,0.4739792,0.1162914,-1.348639,339.33,232.0978,0.7070366,0.4706985,0.2682425,-1.301369,4.393777,263.3428,17.88148
50.19778,1,Training,1,1,Flat,5,selectCards,0.4738433,0.1162716,-1.348863,339.5203,231.8785,0.7637702,0.471382,0.2691104,-1.299958,4.383385,263.588,18.40358
50.20889,1,Training,1,1,Flat,5,selectCards,0.4736758,0.1164718,-1.349133,339.5448,231.7835,0.7155515,0.4721396,0.2703092,-1.298623,4.262413,263.8575,19.10781
50.22,1,Training,1,1,Flat,5,selectCards,0.4735706,0.1166236,-1.349184,339.5937,231.617,0.683211,0.4729683,0.2718413,-1.296999,4.155486,264.1178,18.9405
50.23111,1,Training,1,1,Flat,5,selectCards,0.4735586,0.1164351,-1.349205,339.6948,231.6907,0.5023866,0.4742262,0.2740782,-1.295101,4.073155,264.4321,18.14745
50.24222,1,Training,1,1,Flat,5,selectCards,0.4736578,0.1162154,-1.349048,339.7053,231.9132,0.460175,0.4754778,0.2769898,-1.292927,3.905203,264.8803,17.15158
50.25333,1,Training,1,1,Flat,5,selectCards,0.4736882,0.116305,-1.348773,339.6575,231.9906,0.4312181,0.4768444,0.2798861,-1.290753,3.51437,265.4211,16.43213
50.26445,1,Training,1,1,Flat,5,selectCards,0.4736917,0.1161296,-1.348705,339.4401,232.0475,0.4547663,0.4787829,0.2839634,-1.288141,2.635293,266.1293,15.92523
50.27556,1,Training,1,1,Flat,5,selectCards,0.4739428,0.1162618,-1.348668,339.3642,232.0991,0.4805119,0.4813476,0.2884369,-1.285583,1.619949,266.8968,15.82443
50.28667,1,Training,1,1,Flat,5,selectCards,0.4740213,0.1162541,-1.348645,339.2856,231.9492,0.5293581,0.4841493,0.2928735,-1.283105,0.7082873,267.8328,15.80502
50.29778,1,Training,1,1,Flat,5,selectCards,0.47402,0.1162136,-1.348614,339.2818,231.9348,0.5331073,0.4870896,0.2974015,-1.28046,359.9565,268.7012,15.57474
50.30889,1,Training,1,1,Flat,5,selectCards,0.4739172,0.1161539,-1.348694,339.3322,231.9778,0.52663,0.4904717,0.3022166,-1.277822,359.3331,269.46,14.88384
50.32,1,Training,1,1,Flat,5,selectCards,0.4739765,0.116149,-1.348703,339.4135,231.989,0.495013,0.4944515,0.3074068,-1.275424,358.6937,270.0152,13.80508
50.33111,1,Training,1,1,Flat,5,selectCards,0.4738797,0.1161743,-1.348618,339.4235,231.9433,0.5064276,0.498673,0.3128639,-1.273394,358.1106,270.4018,12.95621
50.34222,1,Training,1,1,Flat,5,selectCards,0.4739153,0.1161951,-1.348609,339.3912,231.9427,0.5184245,0.5033954,0.318233,-1.271548,357.4976,270.7249,12.43
50.35334,1,Training,1,1,Flat,5,selectCards,0.4740337,0.1161779,-1.348562,339.3027,231.9726,0.5122229,0.5081685,0.3238077,-1.269729,356.8052,271.1061,11.79782
50.36444,1,Training,1,1,Flat,5,selectCards,0.4739983,0.1161258,-1.348547,339.2754,231.9529,0.5067076,0.5135325,0.3297688,-1.268325,356.0987,271.332,11.31529
50.37556,1,Training,1,1,Flat,5,selectCards,0.473957,0.116105,-1.348596,339.3495,231.9805,0.4953999,0.5192013,0.3359799,-1.266832,355.4651,271.5764,10.90977
50.38667,1,Training,1,1,Flat,5,selectCards,0.4739632,0.1161474,-1.348576,339.4127,231.9497,0.4683342,0.5252028,0.3420552,-1.265558,354.7683,271.589,10.48086
50.39778,1,Training,1,1,Flat,5,selectCards,0.4739863,0.1161186,-1.348628,339.3755,231.9522,0.4848496,0.531069,0.3482604,-1.264374,354.0905,271.4038,10.09193
50.40889,1,Training,1,1,Flat,5,selectCards,0.4740173,0.1161159,-1.3485,339.3068,231.9287,0.4841232,0.5375645,0.3544517,-1.26395,353.5024,270.6708,9.927872
50.42,1,Training,1,1,Flat,5,selectCards,0.4740542,0.1161002,-1.348465,339.2612,231.9352,0.4956178,0.5443733,0.3601999,-1.263757,352.9874,269.6669,10.01097
50.43111,1,Training,1,1,Flat,5,selectCards,0.4739842,0.11613,-1.348519,339.2672,231.9389,0.51674,0.5512913,0.3659325,-1.263497,352.4898,268.5367,10.32023
